Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDG46,1575.0,OUT018
DRC01,-1057.0,OUT010
FDB15,5585.0,OUT027
NCA17,3839.0,OUT027
FDF10,2398.0,OUT046
FDR26,4293.0,OUT027
FDI02,1938.0,OUT049
NCM54,105.0,OUT010
FDF14,2455.0,OUT013
FDJ33,49.0,OUT010
FDM20,4035.0,OUT035
FDC03,4593.0,OUT027
NCX05,1828.0,OUT046
NCM41,2921.0,OUT027
NCU29,417.0,OUT010
FDQ59,1513.0,OUT017
FDH46,-231.0,OUT010
FDH09,887.0,OUT013
NCD06,673.0,OUT045
FDC15,2589.0,OUT035
DRD37,2211.0,OUT027
FDT28,3833.0,OUT027
FDR28,4105.0,OUT027
FDT38,1503.0,OUT017
FDV34,2733.0,OUT027
FDY52,1189.0,OUT035
FDB34,1435.0,OUT013
DRL23,1411.0,OUT018
DRB24,2453.0,OUT046
FDJ50,902.0,OUT046
FDQ49,2649.0,OUT035
FDP20,2143.0,OUT035
FDV19,4029.0,OUT027
NCR54,3011.0,OUT045
FDO09,2231.0,OUT010
FDS57,2001.0,OUT018
FDN10,1997.0,OUT049
FDV23,2109.0,OUT049
FDY28,3542.0,OUT049
DRG51,2609.0,OUT013
FDD45,-397.0,OUT019
NCL18,4457.0,OUT027
NCM29,2099.0,OUT013
FDF17,4569.0,OUT027
FDE22,2669.0,OUT017
FDQ22,751.0,OUT017
FDS01,2899.0,OUT013
FDW35,2177.0,OUT027
FDJ33,2020.0,OUT046
NCF54,2837.0,OUT035
FDE09,1811.0,OUT013
NCE06,2455.0,OUT045
DRH49,1417.0,OUT049
FDY43,2645.0,OUT045
NCT05,4103.0,OUT017
FDZ34,2983.0,OUT045
FDL38,1565.0,OUT017
FDZ31,3161.0,OUT017
FDR14,1037.0,OUT035
NCN54,1364.0,OUT049
NCC42,3657.0,OUT027
FDK08,1741.0,OUT017
FDP59,1775.0,OUT013
FDV22,2693.0,OUT035
FDD33,3849.0,OUT035
DRE60,5003.0,OUT027
FDK52,3594.0,OUT046
FDA02,2477.0,OUT017
FDM56,1861.0,OUT049
FDE57,2409.0,OUT035
FDM32,1393.0,OUT045
NCQ30,3375.0,OUT027
FDQ27,3189.0,OUT027
FDT60,3445.0,OUT027
FDU43,3948.0,OUT049
NCO55,1815.0,OUT035
FDG02,2965.0,OUT045
FDJ28,3075.0,OUT013
FDP40,1773.0,OUT045
FDJ38,3005.0,OUT045
NCC54,3875.0,OUT017
NCZ41,1995.0,OUT046
FDK38,431.0,OUT019
FDU52,2511.0,OUT013
FDC40,1289.0,OUT046
NCR30,1285.0,OUT017
NCN18,1881.0,OUT017
FDB50,1395.0,OUT035
FDG04,3027.0,OUT013
FDR26,2961.0,OUT035
NCT17,2688.0,OUT018
FDX35,5077.0,OUT027
FDS12,2007.0,OUT046
NCZ29,3435.0,OUT027
FDB38,735.0,OUT010
FDP12,719.0,OUT013
FDP22,909.0,OUT046
FDS26,3831.0,OUT018
FDR52,3076.0,OUT046
DRJ13,2546.0,OUT046
FDU48,3541.0,OUT027
FDE29,1121.0,OUT035
NCT29,2022.0,OUT049
DRK37,2726.0,OUT018
FDK55,1427.0,OUT046
FDR07,1543.0,OUT046
FDO21,5057.0,OUT027
FDK46,4225.0,OUT049
FDB12,1649.0,OUT045
FDT31,4453.0,OUT027
FDJ33,1951.0,OUT045
FDC26,3201.0,OUT027
NCQ02,2903.0,OUT045
FDP08,1167.0,OUT010
FDB11,5025.0,OUT027
FDV55,2371.0,OUT013
FDW20,2068.0,OUT049
NCJ18,-49.0,OUT019
FDC41,934.0,OUT018
FDE14,3141.0,OUT027
FDG35,2895.0,OUT013
FDF45,1149.0,OUT035
FDS19,2765.0,OUT027
FDS58,707.0,OUT019
FDA26,3625.0,OUT017
FDM32,1552.0,OUT049
FDL45,2025.0,OUT046
FDZ55,2658.0,OUT049
FDY37,2410.0,OUT049
FDO46,3086.0,OUT046
FDQ60,1946.0,OUT046
FDA19,1811.0,OUT018
FDL15,2455.0,OUT046
FDM10,3092.0,OUT018
NCL05,811.0,OUT017
DRK49,-1203.0,OUT010
NCE18,5417.0,OUT027
FDG40,694.0,OUT049
DRI59,3443.0,OUT045
FDK28,4183.0,OUT035
NCD06,-1169.0,OUT019
FDO11,2099.0,OUT019
FDK27,1927.0,OUT046
FDT43,2297.0,OUT027
FDD38,1421.0,OUT018
FDA16,3603.0,OUT049
FDL14,3949.0,OUT027
NCM17,809.0,OUT049
FDD20,1941.0,OUT045
FDA40,1401.0,OUT045
FDL43,1203.0,OUT045
FDV15,1561.0,OUT045
FDE52,1515.0,OUT046
NCL17,335.0,OUT010
NCJ31,3649.0,OUT045
FDR60,1195.0,OUT045
NCA18,1967.0,OUT035
FDS21,2537.0,OUT027
FDW09,1465.0,OUT035
FDL26,2601.0,OUT035
FDS47,1156.0,OUT018
FDC39,3276.0,OUT046
FDT51,1975.0,OUT035
FDK40,4329.0,OUT035
NCG19,3609.0,OUT045
FDZ07,1064.0,OUT046
FDF08,2933.0,OUT027
FDO04,975.0,OUT013
FDK41,1052.0,OUT018
FDP15,4146.0,OUT049
NCD43,1389.0,OUT018
NCP18,2383.0,OUT013
FDZ51,1556.0,OUT046
DRH13,1875.0,OUT035
FDF38,665.0,OUT045
NCI43,735.0,OUT045
FDM38,2393.0,OUT027
FDS03,1087.0,OUT013
DRJ47,2803.0,OUT017
FDT50,-321.0,OUT010
FDV02,2745.0,OUT046
NCG18,1753.0,OUT017
FDW52,2670.0,OUT046
FDS40,771.0,OUT035
FDN31,3125.0,OUT017
FDA37,1943.0,OUT045
FDA15,3955.0,OUT046
FDL39,2910.0,OUT046
FDJ53,1877.0,OUT045
FDX22,3411.0,OUT013
NCZ42,3689.0,OUT045
FDD56,4277.0,OUT027
FDD40,3219.0,OUT017
FDS50,3527.0,OUT013
NCN14,2927.0,OUT013
FDT15,2983.0,OUT013
NCS18,3171.0,OUT027
NCO26,-113.0,OUT010
FDF58,752.0,OUT018
NCB19,1399.0,OUT013
FDH26,2397.0,OUT017
DRB24,3883.0,OUT027
FDA49,1113.0,OUT018
FDB32,1477.0,OUT045
FDI36,3263.0,OUT017
NCA17,471.0,OUT010
FDH22,2023.0,OUT013
NCM26,2147.0,OUT018
FDT15,4401.0,OUT027
FDB16,1139.0,OUT018
NCP54,3411.0,OUT027
FDJ36,1707.0,OUT013
FDO28,1853.0,OUT045
FDU09,975.0,OUT013
FDF29,2211.0,OUT017
FDY08,2287.0,OUT013
DRJ59,353.0,OUT018
FDT23,2781.0,OUT027
FDU15,425.0,OUT018
FDT47,1655.0,OUT013
FDI53,675.0,OUT019
FDR59,3898.0,OUT018
FDD53,833.0,OUT035
FDY51,3577.0,OUT017
FDT04,756.0,OUT049
FDU51,2950.0,OUT049
FDG14,2607.0,OUT035
NCU06,3545.0,OUT045
DRG25,2948.0,OUT046
DRH49,1499.0,OUT035
FDN15,2373.0,OUT035
FDL43,970.0,OUT018
NCT18,2965.0,OUT049
NCB31,4107.0,OUT013
FDK57,2061.0,OUT035
FDY04,739.0,OUT019
NCP54,1932.0,OUT046
FDF41,3871.0,OUT013
FDM01,1621.0,OUT045
FDW03,1653.0,OUT045
FDF28,1939.0,OUT045
FDY37,2415.0,OUT017
FDQ03,3895.0,OUT017
FDP51,3409.0,OUT027
FDJ40,1931.0,OUT017
FDC32,1599.0,OUT049
DRI49,2739.0,OUT027
NCW54,997.0,OUT017
FDF09,755.0,OUT017
FDP45,3724.0,OUT018
DRJ23,2683.0,OUT018
FDS59,1925.0,OUT017
FDY08,2229.0,OUT046
FDX16,2466.0,OUT049
FDY16,2702.0,OUT018
FDK32,2625.0,OUT035
FDQ22,715.0,OUT013
NCC31,2186.0,OUT018
FDG58,2596.0,OUT049
DRF48,3045.0,OUT013
DRH36,1297.0,OUT049
NCR30,1343.0,OUT035
FDB03,1919.0,OUT019
FDZ28,3517.0,OUT027
FDR35,3259.0,OUT017
DRD15,5107.0,OUT027
FDJ33,115.0,OUT019
FDA56,31.0,OUT010
FDP56,805.0,OUT046
NCT30,767.0,OUT046
FDK15,1703.0,OUT017
FDH44,2117.0,OUT018
FDV01,2543.0,OUT013
DRG03,2509.0,OUT017
FDG50,2909.0,OUT027
FDR16,1519.0,OUT010
FDZ60,1719.0,OUT046
DRG03,2367.0,OUT045
FDS56,3930.0,OUT018
FDU33,709.0,OUT045
DRD27,1747.0,OUT035
FDW22,3582.0,OUT046
DRA24,2551.0,OUT045
FDF38,820.0,OUT049
FDX48,2535.0,OUT013
FDS58,2337.0,OUT018
FDC32,1488.0,OUT046
NCQ29,4019.0,OUT045
DRK39,1087.0,OUT018
NCS38,1915.0,OUT017
DRO47,1813.0,OUT013
DRG27,2147.0,OUT027
FDC57,4525.0,OUT027
FDS55,2337.0,OUT046
NCJ06,1614.0,OUT018
FDO01,223.0,OUT019
NCM55,2845.0,OUT045
FDC52,2590.0,OUT049
FDQ15,1261.0,OUT045
NCT30,2211.0,OUT027
NCR42,1991.0,OUT027
FDD28,1107.0,OUT035
FDQ34,1761.0,OUT049
FDZ12,3729.0,OUT027
DRE13,-515.0,OUT019
NCN07,203.0,OUT019
FDM28,3009.0,OUT035
FDI10,2867.0,OUT017
FDQ25,2791.0,OUT013
FDA38,1903.0,OUT010
DRI13,3525.0,OUT049
FDY20,2949.0,OUT027
NCZ53,3089.0,OUT035
NCM31,2299.0,OUT013
DRB01,3081.0,OUT017
DRF37,4138.0,OUT046
NCF42,2856.0,OUT049
FDF16,2082.0,OUT018
FDB41,863.0,OUT013
FDR34,3679.0,OUT013
FDR15,2242.0,OUT018
NCV42,-129.0,OUT019
FDW51,3529.0,OUT035
FDU36,1679.0,OUT017
FDX60,1420.0,OUT049
FDY03,1989.0,OUT035
FDW55,3917.0,OUT045
FDT01,1461.0,OUT010
FDG58,2539.0,OUT013
FDK21,4049.0,OUT017
NCS41,987.0,OUT019
FDS10,2829.0,OUT045
NCT53,2606.0,OUT046
FDJ28,2761.0,OUT018
FDX44,1353.0,OUT045
FDT20,378.0,OUT018
FDO44,1877.0,OUT017
NCX17,3778.0,OUT049
FDY01,1989.0,OUT017
FDJ12,4817.0,OUT027
DRK35,323.0,OUT018
FDD47,779.0,OUT019
NCM53,1821.0,OUT035
FDO45,1495.0,OUT013
NCM42,-177.0,OUT010
FDE04,2908.0,OUT046
NCI30,5331.0,OUT027
FDZ19,2799.0,OUT013
FDW57,2895.0,OUT013
FDA25,1727.0,OUT013
FDT22,961.0,OUT046
FDP51,1975.0,OUT013
FDD48,3321.0,OUT027
FDY39,3087.0,OUT035
FDO48,1647.0,OUT010
FDD23,4445.0,OUT027
DRN35,2063.0,OUT027
FDT01,3549.0,OUT035
FDC20,-993.0,OUT010
DRJ35,1167.0,OUT035
FDB32,1518.0,OUT046
FDL24,2806.0,OUT046
NCV42,1921.0,OUT035
FDZ46,1759.0,OUT046
FDC15,2483.0,OUT013
FDD08,-1249.0,OUT019
FDY50,1534.0,OUT049
FDD36,1951.0,OUT013
FDG57,2265.0,OUT027
FDL21,465.0,OUT018
FDN16,3137.0,OUT027
FDJ09,2249.0,OUT027
FDS01,951.0,OUT010
FDV33,4259.0,OUT017
DRE12,1929.0,OUT017
FDR07,1595.0,OUT013
FDP48,1039.0,OUT010
NCB55,1043.0,OUT035
FDQ08,1067.0,OUT013
FDR34,3839.0,OUT035
FDO33,1801.0,OUT046
FDP13,601.0,OUT045
FDX12,3996.0,OUT049
NCT06,2732.0,OUT049
FDR16,1475.0,OUT019
FDE36,2672.0,OUT046
FDZ36,3078.0,OUT049
FDV13,1409.0,OUT045
NCZ17,735.0,OUT035
FDU56,2877.0,OUT045
FDM09,2885.0,OUT035
FDV02,2835.0,OUT017
FDS34,1575.0,OUT018
FDA11,1645.0,OUT049
FDP09,3453.0,OUT017
FDB29,3337.0,OUT027
FDT19,2869.0,OUT017
DRH15,821.0,OUT017
FDY38,3722.0,OUT046
FDF14,3885.0,OUT027
FDN48,-419.0,OUT010
FDQ12,3679.0,OUT013
NCJ43,2663.0,OUT045
FDE17,587.0,OUT019
FDB05,4063.0,OUT035
FDH10,2985.0,OUT045
NCR06,779.0,OUT017
FDU32,1691.0,OUT018
FDD56,2886.0,OUT049
FDO36,2597.0,OUT018
FDH16,-433.0,OUT010
FDX10,364.0,OUT018
FDZ37,1593.0,OUT017
FDU31,1577.0,OUT010
DRC49,2346.0,OUT049
FDL15,2357.0,OUT045
FDN32,1023.0,OUT019
DRH59,2655.0,OUT027
NCU29,2428.0,OUT049
FDR37,1019.0,OUT019
FDS14,2228.0,OUT018
FDU02,5033.0,OUT027
FDJ08,3185.0,OUT035
NCZ06,3897.0,OUT045
FDO31,1470.0,OUT049
FDH31,1441.0,OUT018
FDS58,2699.0,OUT017
NCA53,2259.0,OUT027
FDF50,3132.0,OUT046
NCW42,3596.0,OUT049
NCQ17,2373.0,OUT045
FDK51,3907.0,OUT018
NCW41,587.0,OUT010
NCR29,983.0,OUT017
FDB08,675.0,OUT019
FDA40,2885.0,OUT027
FDL14,2273.0,OUT018
FDB47,3281.0,OUT046
FDO03,3805.0,OUT035
DRK13,1185.0,OUT019
FDX13,2011.0,OUT010
FDF52,2904.0,OUT046
FDT11,3067.0,OUT013
FDB08,2595.0,OUT013
FDQ28,2244.0,OUT018
FDD29,3927.0,OUT045
NCQ29,5543.0,OUT027
NCO02,1079.0,OUT013
FDR56,1211.0,OUT010
NCM54,2084.0,OUT049
FDP51,2049.0,OUT035
FDT38,1415.0,OUT013
FDZ20,3726.0,OUT018
FDJ53,1959.0,OUT013
FDX13,4042.0,OUT049
FDP58,3617.0,OUT035
NCK31,-1057.0,OUT019
FDA35,1741.0,OUT018
FDV37,2904.0,OUT018
NCO07,4815.0,OUT027
FDA20,2905.0,OUT045
FDZ59,2845.0,OUT035
NCY17,829.0,OUT017
FDQ28,2623.0,OUT035
FDV35,2545.0,OUT017
FDQ36,683.0,OUT013
FDD34,2330.0,OUT018
FDK51,4129.0,OUT045
FDV31,2927.0,OUT035
FDR04,1707.0,OUT035
FDR14,992.0,OUT049
DRC36,885.0,OUT010
FDE39,47.0,OUT019
FDP57,1794.0,OUT049
FDE57,2264.0,OUT046
NCN18,1778.0,OUT046
NCQ05,2112.0,OUT018
FDW47,2061.0,OUT035
FDV46,2361.0,OUT035
NCP29,923.0,OUT045
FDE09,1507.0,OUT018
NCU06,5051.0,OUT027
FDT19,853.0,OUT010
DRF15,2515.0,OUT017
DRI51,2733.0,OUT013
NCX54,1683.0,OUT013
DRE01,3805.0,OUT013
NCB07,2993.0,OUT045
FDU50,2027.0,OUT035
FDG40,729.0,OUT035
FDW10,2517.0,OUT018
FDX51,3163.0,OUT013
NCP17,973.0,OUT045
FDP21,3163.0,OUT035
FDL04,1611.0,OUT045
FDV23,2003.0,OUT013
FDF24,1369.0,OUT046
FDH56,3317.0,OUT027
FDB51,1128.0,OUT049
FDI58,3033.0,OUT027
FDR20,887.0,OUT013
FDC51,1751.0,OUT018
FDB16,2861.0,OUT027
FDE40,1140.0,OUT049
NCM17,845.0,OUT035
FDU56,3093.0,OUT035
FDS32,411.0,OUT019
FDX02,3656.0,OUT049
FDT39,3933.0,OUT027
FDE35,1099.0,OUT017
NCI42,1419.0,OUT019
DRL23,1694.0,OUT046
FDA10,1946.0,OUT046
FDA11,1579.0,OUT013
NCM06,2431.0,OUT046
NCT05,4189.0,OUT035
NCQ02,1043.0,OUT010
NCY06,2148.0,OUT049
FDY56,3729.0,OUT035
FDL02,1853.0,OUT035
NCI06,2941.0,OUT035
FDQ14,2317.0,OUT045
FDQ12,3709.0,OUT017
FDP36,900.0,OUT046
FDK21,5425.0,OUT027
FDO40,2293.0,OUT045
NCK54,-73.0,OUT019
FDY09,2537.0,OUT018
NCW30,4203.0,OUT049
NCC55,2051.0,OUT027
FDE58,1635.0,OUT018
FDR39,2959.0,OUT013
FDU28,3104.0,OUT049
FDH08,3709.0,OUT017
FDG35,2789.0,OUT045
FDG22,752.0,OUT049
FDC34,2651.0,OUT035
FDP15,3753.0,OUT018
FDK34,1887.0,OUT010
FDU45,2041.0,OUT035
FDQ04,2125.0,OUT027
FDX22,3086.0,OUT018
FDB45,1777.0,OUT017
NCH43,4851.0,OUT027
DRE60,3505.0,OUT046
FDD17,5193.0,OUT027
NCM54,2111.0,OUT017
NCH55,2051.0,OUT013
NCT06,2709.0,OUT017
FDA48,4949.0,OUT027
FDY58,5061.0,OUT027
FDO25,3257.0,OUT045
FDN50,1521.0,OUT045
FDH35,2773.0,OUT035
FDK09,3513.0,OUT045
FDO16,1383.0,OUT013
FDW11,981.0,OUT045
FDU47,3729.0,OUT027
NCQ42,123.0,OUT010
FDK55,2905.0,OUT027
FDN08,2011.0,OUT049
FDT57,3693.0,OUT045
FDJ12,3051.0,OUT018
DRL59,959.0,OUT017
NCN53,576.0,OUT046
FDO51,-1115.0,OUT010
FDK56,3087.0,OUT017
FDY12,1041.0,OUT035
FDU15,823.0,OUT035
FDQ19,3894.0,OUT046
DRF15,2375.0,OUT045
DRE25,-431.0,OUT019
FDK57,1641.0,OUT018
FDD33,1755.0,OUT010
FDR34,5117.0,OUT027
FDU04,1905.0,OUT045
FDE35,-833.0,OUT019
NCD31,2709.0,OUT035
FDJ56,1725.0,OUT035
NCU53,2600.0,OUT046
FDD39,3539.0,OUT035
NCU17,-257.0,OUT019
FDJ20,2001.0,OUT046
NCW41,2209.0,OUT018
FDL52,837.0,OUT035
FDS39,2405.0,OUT035
DRJ47,2673.0,OUT045
FDP13,-1233.0,OUT010
DRK39,-559.0,OUT010
FDF28,145.0,OUT010
FDB09,1933.0,OUT045
FDM51,1668.0,OUT046
DRM49,496.0,OUT018
DRF23,2805.0,OUT013
DRH01,2855.0,OUT035
FDH12,3165.0,OUT027
FDA28,151.0,OUT019
FDW37,1183.0,OUT018
FDF02,1660.0,OUT046
DRL37,723.0,OUT046
NCF43,2250.0,OUT046
FDH08,1699.0,OUT010
FDR34,1787.0,OUT019
NCK19,3158.0,OUT049
NCD55,419.0,OUT018
FDT27,3830.0,OUT049
FDQ57,2299.0,OUT045
FDA47,2759.0,OUT035
DRG15,2487.0,OUT027
FDE05,2098.0,OUT018
FDN46,1652.0,OUT046
FDX27,2989.0,OUT027
FDT51,1753.0,OUT045
FDU33,807.0,OUT013
FDJ16,2425.0,OUT027
FDD20,115.0,OUT019
FDT36,686.0,OUT049
DRF15,3871.0,OUT027
FDN52,-477.0,OUT010
FDC22,4509.0,OUT027
FDX15,2469.0,OUT045
FDT13,3019.0,OUT013
FDU04,2073.0,OUT017
FDU31,1571.0,OUT019
FDW59,2853.0,OUT027
NCO29,2602.0,OUT046
FDL15,2565.0,OUT035
FDI41,2465.0,OUT049
FDQ48,1750.0,OUT049
DRI39,929.0,OUT013
FDI08,4039.0,OUT013
FDC21,1912.0,OUT049
FDF58,1187.0,OUT035
FDS08,903.0,OUT010
FDE47,1907.0,OUT045
NCP18,511.0,OUT019
NCR41,1583.0,OUT013
FDA27,4103.0,OUT013
FDA43,3211.0,OUT035
FDA49,1329.0,OUT045
NCE55,2511.0,OUT018
DRM49,2243.0,OUT027
FDF22,4837.0,OUT027
FDQ15,1059.0,OUT018
NCS54,2861.0,OUT017
NCY05,627.0,OUT013
FDR45,3800.0,OUT046
FDK57,2056.0,OUT049
FDF41,1967.0,OUT010
FDV21,1989.0,OUT046
FDD51,763.0,OUT046
FDF33,1780.0,OUT046
FDA38,3771.0,OUT046
FDR56,3065.0,OUT045
NCN41,2017.0,OUT017
FDC60,2901.0,OUT027
FDB47,3219.0,OUT045
DRH01,2793.0,OUT013
FDW08,1685.0,OUT046
FDF38,2173.0,OUT027
FDY32,2669.0,OUT017
FDG34,1918.0,OUT049
FDG47,2211.0,OUT019
NCF18,3109.0,OUT035
FDL39,1011.0,OUT019
NCH55,2135.0,OUT035
DRJ35,1097.0,OUT049
FDS44,3941.0,OUT035
DRE01,3483.0,OUT018
FDY39,3007.0,OUT013
FDY32,2273.0,OUT018
FDR33,3241.0,OUT027
NCP50,1408.0,OUT049
FDZ47,1365.0,OUT018
FDU57,2558.0,OUT049
FDY44,3171.0,OUT013
DRH59,916.0,OUT018
FDB03,5261.0,OUT027
FDY46,2901.0,OUT045
FDM39,2741.0,OUT045
FDY36,1369.0,OUT035
NCM55,3033.0,OUT035
FDJ50,-1025.0,OUT010
DRL60,2421.0,OUT013
NCJ54,3752.0,OUT049
FDX59,685.0,OUT017
FDI07,3239.0,OUT013
DRF51,-1305.0,OUT010
FDM14,1879.0,OUT017
FDP21,2957.0,OUT045
FDE40,1217.0,OUT035
FDE05,2539.0,OUT035
FDM13,3577.0,OUT027
FDC34,3961.0,OUT027
NCI55,1675.0,OUT018
NCE43,2359.0,OUT018
FDW58,1462.0,OUT018
FDG60,3637.0,OUT045
FDV31,2897.0,OUT017
FDR47,3115.0,OUT013
FDM60,-1145.0,OUT019
NCF06,3778.0,OUT018
NCN26,3315.0,OUT027
FDQ59,1552.0,OUT049
FDF09,637.0,OUT046
NCS06,4259.0,OUT017
FDT44,1886.0,OUT046
FDI19,3967.0,OUT017
FDT22,1075.0,OUT017
NCF54,4135.0,OUT027
DRG25,2875.0,OUT045
FDB59,3245.0,OUT017
FDQ37,3173.0,OUT017
FDP56,945.0,OUT035
FDW44,2917.0,OUT035
FDJ26,1521.0,OUT010
FDU43,3520.0,OUT018
FDW33,1609.0,OUT045
NCX53,3727.0,OUT027
FDN56,431.0,OUT010
DRF15,2520.0,OUT049
FDO33,1935.0,OUT017
FDZ39,-189.0,OUT010
NCJ19,983.0,OUT017
FDU01,3129.0,OUT035
FDT12,3735.0,OUT035
NCM18,702.0,OUT018
FDP19,2153.0,OUT017
NCR42,652.0,OUT049
FDN10,1913.0,OUT046
FDG44,1015.0,OUT017
FDQ10,2731.0,OUT046
DRH13,1791.0,OUT049
FDT52,3947.0,OUT013
FDM56,1709.0,OUT045
NCO43,-293.0,OUT010
NCV29,2939.0,OUT035
NCF06,4119.0,OUT013
FDO50,1633.0,OUT035
FDT59,3679.0,OUT013
FDX40,2073.0,OUT027
FDE50,3107.0,OUT017
FDX51,3271.0,OUT017
NCD30,1297.0,OUT018
FDK15,1639.0,OUT013
FDL12,961.0,OUT045
FDK46,4203.0,OUT017
DRH49,-591.0,OUT010
FDQ57,2367.0,OUT046
FDY59,1625.0,OUT017
FDO09,3881.0,OUT018
NCG30,2121.0,OUT035
FDM09,2811.0,OUT017
NCN17,3071.0,OUT027
NCS42,1455.0,OUT013
FDD02,19.0,OUT019
FDE34,2923.0,OUT013
FDU38,2973.0,OUT045
FDB33,2512.0,OUT046
NCJ29,1489.0,OUT017
FDZ27,973.0,OUT035
FDI40,1667.0,OUT013
FDG22,723.0,OUT013
FDT51,1927.0,OUT017
FDF20,2867.0,OUT018
FDV50,2097.0,OUT035
FDT02,748.0,OUT049
DRC49,2385.0,OUT017
FDF26,2568.0,OUT049
FDV52,2073.0,OUT035
FDX59,710.0,OUT049
FDV25,3663.0,OUT035
FDW23,2105.0,OUT027
FDE53,1455.0,OUT018
FDA19,2189.0,OUT017
FDH22,2005.0,OUT046
NCO41,1591.0,OUT013
FDX12,3979.0,OUT017
FDF17,3155.0,OUT013
FDS11,3485.0,OUT045
FDR51,2565.0,OUT035
FDT49,-229.0,OUT010
FDC56,1947.0,OUT013
FDR13,3365.0,OUT027
FDQ60,2099.0,OUT035
FDN38,4058.0,OUT049
NCL29,2503.0,OUT013
FDO13,4061.0,OUT027
FDE26,2003.0,OUT018
FDA31,807.0,OUT010
FDX14,1365.0,OUT035
FDA34,2711.0,OUT045
FDF26,2515.0,OUT013
FDE38,2581.0,OUT045
DRI11,1807.0,OUT046
FDQ60,3381.0,OUT027
FDL21,2173.0,OUT027
DRC12,4491.0,OUT027
FDC47,3584.0,OUT046
FDE57,2177.0,OUT045
FDT14,1879.0,OUT045
NCZ53,2986.0,OUT046
FDE28,3391.0,OUT018
FDR19,2453.0,OUT035
NCF54,831.0,OUT019
FDZ08,1364.0,OUT046
NCJ05,2156.0,OUT018
FDF59,2033.0,OUT046
NCO05,1733.0,OUT035
FDW24,547.0,OUT018
NCX42,2344.0,OUT018
NCA53,937.0,OUT035
FDI45,919.0,OUT019
FDG46,1857.0,OUT046
FDM20,1951.0,OUT010
FDW11,-897.0,OUT010
FDX08,2989.0,OUT035
NCK17,813.0,OUT035
FDK32,2186.0,OUT018
NCA42,2675.0,OUT035
DRI01,2861.0,OUT035
NCL55,4088.0,OUT049
DRE25,1223.0,OUT018
FDD14,2981.0,OUT017
FDB10,3728.0,OUT046
DRN11,2417.0,OUT035
FDP38,571.0,OUT018
NCA30,3055.0,OUT017
FDT15,3071.0,OUT017
NCP55,664.0,OUT018
FDF12,2509.0,OUT035
FDM21,3761.0,OUT018
FDX56,3445.0,OUT035
FDF10,2453.0,OUT017
FDT32,2973.0,OUT045
FDM51,1409.0,OUT018
NCR50,2167.0,OUT018
FDI19,3942.0,OUT049
FDX21,1823.0,OUT017
FDR31,2497.0,OUT035
FDY02,4191.0,OUT013
NCA29,2623.0,OUT045
NCX17,3625.0,OUT046
FDM12,2981.0,OUT045
FDI53,4037.0,OUT027
NCU30,2696.0,OUT049
FDC56,3377.0,OUT027
FDK27,1703.0,OUT018
NCK18,2739.0,OUT017
FDB52,2179.0,OUT019
DRG25,4435.0,OUT027
FDZ13,995.0,OUT049
FDB57,1695.0,OUT019
FDR40,1402.0,OUT046
NCO14,-1169.0,OUT019
NCN19,2943.0,OUT045
FDQ28,615.0,OUT019
FDO13,2340.0,OUT018
FDK48,1303.0,OUT013
FDU07,2149.0,OUT018
FDW20,1990.0,OUT046
FDV12,-281.0,OUT010
FDH24,2559.0,OUT013
FDV59,3532.0,OUT049
FDK57,1865.0,OUT045
FDL16,2189.0,OUT027
NCQ17,2434.0,OUT046
FDJ15,2706.0,OUT018
FDX24,1631.0,OUT049
FDT47,1610.0,OUT046
FDT10,1147.0,OUT049
FDZ37,1209.0,OUT018
FDW43,5129.0,OUT027
DRN36,1635.0,OUT017
FDJ14,1299.0,OUT045
FDA32,3483.0,OUT013
FDJ38,1179.0,OUT019
FDQ57,2453.0,OUT017
NCQ41,1111.0,OUT019
FDG56,1130.0,OUT049
DRC13,3483.0,OUT027
FDV55,2453.0,OUT035
FDQ49,2485.0,OUT045
FDE29,-953.0,OUT010
FDR03,3351.0,OUT013
FDD45,1599.0,OUT049
FDN38,2045.0,OUT010
FDT56,984.0,OUT046
FDT48,3133.0,OUT045
FDU03,3015.0,OUT049
FDC56,-35.0,OUT010
NCO43,3035.0,OUT027
FDQ27,1791.0,OUT017
FDR03,3332.0,OUT046
DRH23,-1075.0,OUT010
FDG22,625.0,OUT045
NCJ42,1683.0,OUT013
FDR24,1506.0,OUT046
FDW60,2993.0,OUT035
FDJ08,3035.0,OUT013
DRL59,579.0,OUT018
FDG60,1759.0,OUT010
FDW27,2607.0,OUT017
FDX14,972.0,OUT018
FDC20,971.0,OUT013
NCS29,3843.0,OUT018
FDJ56,1589.0,OUT046
FDB20,-645.0,OUT019
FDL28,5125.0,OUT027
FDW01,2139.0,OUT018
FDL03,3188.0,OUT046
FDX22,3460.0,OUT049
FDJ21,2499.0,OUT035
FDR31,2321.0,OUT045
FDG21,2583.0,OUT035
FDS22,2229.0,OUT027
FDK08,1773.0,OUT035
FDE17,2187.0,OUT018
NCN30,1627.0,OUT017
FDT50,1602.0,OUT046
NCX42,2688.0,OUT049
FDJ12,3477.0,OUT035
NCA18,3307.0,OUT027
FDP23,1555.0,OUT019
FDX12,3903.0,OUT013
FDN40,2164.0,OUT018
FDV48,1461.0,OUT035
NCY54,2707.0,OUT013
FDL16,-1197.0,OUT010
FDR45,3527.0,OUT018
